2,Braves' Furcal Allowed to Play in Playoffs (AP),AP - Atlanta Braves shortstop Rafael Furcal may play in the playoffs despite a probation violation on a drunken-driving charge.
2,Hewitt on Roddick #39;s heels,LLEYTON HEWITT overcame a mid-match blip to make a strong start to his Japan Open campaign and take another small step towards replacing Andy Roddick as the world #39;s No.
2,Woods struggling to cope with body changes - Singh,Vijay Singh thinks the main reason he has replaced Tiger Woods as world number one is the American #39;s failure to adapt to changes in his body.
2,Giants Place Shaun Williams on IR (Reuters),Reuters - New York Giants\safety Shaun Williams was placed on injured reserve Wednesday\due to a left knee injury.
1,Fiery Latham offers sharp contrast,"Win or lose on October 9, Labor Party leader Mark Latham has already etched himself into the annals of Australian political history."
2,Giants Place Shaun Williams on IR," EAST RUTHERFORD, N.J. (Sports Network) - New York Giants  safety Shaun Williams was placed on injured reserve Wednesday  due to a left knee injury."
2,Woods Marries Model in Barbados Ceremony,"Tiger Woods married Swedish model Elin Nordegren at an exclusive resort in Barbados during a sunset ceremony that reportedly cost \$3 million, according to witnesses."
3,Howard Stern to Move to Sirius Radio," NEW YORK (Reuters) - ""Shock jock"" Howard Stern will jump to  Sirius Satellite Radio &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SIRI.O target=/stocks/quickinfo/fullquote""&gt;SIRI.O&lt;/A&gt; in January 2006, moving his  controversial show from the public airwaves and giving the  nascent satellite radio sector a big boost."
3,"U.S., EU Spar Over Airbus, Boeing Aid", WASHINGTON (Reuters) - The United States and Europe on  Wednesday filed tit-for-tat World Trade Organization complaints  over billions of dollars in subsidies for top aircraft  manufacturers Airbus and Boeing.
3,Knight Trading Group Warns of Loss," NEW YORK (Reuters) - Knight Trading Group Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=NITE.O target=/stocks/quickinfo/fullquote""&gt;NITE.O&lt;/A&gt;,  one of the biggest traders of Nasdaq stocks, on Wednesday  forecast a third-quarter loss, missing Wall Street expectations  of a profit, because of low trading volumes."
3,New Smartphone Triumvirate,"Intel, Nokia, and Symbian's alliance should shake competitors' confidence."
3,EU hits back over Boeing #39;s  quot;massive quot; aid,"The EU has hit back after Washington filed a case at the World Trade Organisation over state aid for aircraft maker Airbus EAD.PA , filing its own case over what it called  quot;massive illegal quot; aid for Boeing BA."
3,United to cut domestic flights,"United Airlines #39; parent company, UAL Corp., said Wednesday it #39;s airline will reduce US flights and focus more attention on more profitable international flights."
3,Protection key to News US move,THE News Corporation Ltd could probably satisfy most of the corporate governance criticisms relating to its proposed move to the US by simply formally adopting its previously stated intentions.
4,T-Mobile Secures Wi-Fi HotSpots,T-Mobile USA today released a new secure encrypted Connection Manager that will enable users to login to any of the 4700 nationwide HotSpot wireless networks.
4,Clean green cars move one step closer,"A new generation of cheaper and more efficient hydrogen fuel cells may bring the environmentalists dream of affordable, green cars one step closer to reality."
2,"Sharapova, Hewitt advance at Japan Open","TOKYO -- Wimbledon champion Maria Sharapova advanced to the Japan Open quarterfinals on Wednesday after overcoming a shaky second set to defeat Australian Samantha Stosur 6-4, 1-6, 6-3."
2,Angels crash to earth as Red Sox run riot,MANNY RAMIREZ #39;s three-run home run capped a seven-run fourth inning as the Boston Red Sox registered a 9-3 win over the Angels at Anaheim in the opening game of their American League Division Series on Tuesday.
2,"When it comes to the playoffs, the more the merrier is my &lt;b&gt;...&lt;/b&gt;","Of all the changes in sports, the one that fundamentalists have the hardest time accepting is the addition of the wild card in baseball."
1,Thai PM resumes musical chairs,"THAI Prime Minister Thaksin Shinawatra reshuffled his 36-member cabinet for the ninth time yesterday, dispensing with three senior ministers in a move designed to limit his own responsibility for key crises."
3,Airline turns to more profitable routes amid US fare wars,"SAN FRANCISCO (CBS.MW) -- UAL Corp., parent of United Airlines, said Wednesday it will overhaul its route structure to reduce costs and offset rising fuel costs."
3,Stocks Slip As Oil Jumps to Record High,"Stocks sagged Wednesday as oil jumped to a fresh record high on a mixed report about US crude inventories, and investors considered the long-term implications of the flu vaccine shortage."
3,"Monsanto posts Q4 loss, boosts outlook","Restructuring charges of \$44 million contributed to Monsanto #39;s reported fourth-quarter 2004 loss of \$42 million, compared to a loss of \$188 million in the same quarter last year."
3,EADS Buys Military Electronics Co. Racal,"European Aeronautic Defence and Space Company NV acquired US military electronics company Racal Instruments Inc. in a deal worth up to US\$130 million (euro105 million), the European defense giant said Wednesday."
3,Knight Trading Group Warns of Loss,"Knight Trading Group Inc. (NITE.O: Quote, Profile, Research) , one of the biggest traders of Nasdaq stocks, on Wednesday forecast a third-quarter loss, missing Wall Street expectations of a profit, because of low trading volumes."
4,"Hitachi, Toshiba Show Portable Fuel Cells (PC World)","PC World - Devices to power to PDAs, cell phones, and laptops could be available next year."
3,EU takes US to WTO following move on Airbus aid,The European Commission said Wednesday it will seek consultations with the United States at the World Trade Organisation in response to US action over state aid for the European aircraft maker Airbus.
3,"United Airlines: We #39;ll strength hubs, pull back elsewhere","United Airlines management says it is  quot;substantially accelerating quot; its restructuring plans to add lucrative international routes, strengthen its hubs, and cut back on other domestic service."
3,"Monsanto Posts Loss, Herbicide Sales Drop","Agricultural chemicals maker Monsanto Co. (MON.N: Quote, Profile, Research) posted a quarterly net loss on Wednesday as a drop in Roundup herbicide sales in the "
3,EADS buys Racal Instruments,"European Aeronautic Defense and Space Co. NV, the parent of aircraft maker Airbus, Wednesday said it has agreed to acquire Racal Instruments Group for up to \$130 million."
3,Congress pulls FDA tobacco oversight,"In a setback for public health groups, Congress moved closer to passing tobacco buyout legislation yesterday but removed a provision for federal regulation of tobacco products."
3,Medarex #39;s Hodgkin #39;s treatment gets orphan status,"PRINCETON, NJ (Dow Jones/AP) _ Biopharmaceutical company Medarex Inc. said Wednesday its Hodgkin #39;s disease treatment was granted orphan drug designation by the Food and Drug Administration."
4,"More Steam, Ash Likely at Mount St. Helens (AP)","AP - Weeks or months of occasional steam blasts and possibly some eruptions of fresh volcanic rock and ash are the most likely scenario at Mount St. Helens, scientists say."
4,Yahoo Unveils Personal Search,"Yahoo launched a beta version of My Yahoo Search, giving users more-advanced Web-search capabilities. Competition has been heating up in the search-engine space, with Amazon."
4,Presse Economique / Telecommunications,"PLANO, Texas--(BUSINESS WIRE)--Oct. 6, 2004--Enfora LP, leader des solutions de donnes sans fil, a annonc ce jour le lancement d #39;une nouvelle gamme d #39;accessoires Wireless Portfolio(TM) pour la prise en "
4,Sony to begin selling AV recording server with PC and TV functions,"TOKYO, Oct 05, 2004 (AFX-UK via COMTEX) -- Sony Corp said it will begin selling on Nov 20 an audiovisual recording server with a storage capacity of 1 terabyte - equivalent to 1,000 gigabytes - that also functions as a high-end PC with seven analog "
2,Fulham Football Club star handed ban,"The former Manchester United star has been handed a three-match ban and a 10,000 fine for his bust-up with West Bromwich Albion defender Neil Clement last month."
1,Israel #39;s Labour Party raps Sharon aide #39;s remarks on pullout plan,Israel #39;s Labour Party lashed out Wednesday at a Prime Minister Ariel Sharon #39;s aide who said the Gaza pullout plan was aimed at freezing the peace process.
1,"Car bomb explodes in Iraqi town, several killed","A car bomb blew up in the western Iraqi town of Anah on Wednesday, killing several people, witnesses said. The blast targeted a recruits queued at National Guards building in the town, some 260 km west of Baghdad."
1,"Thai PM fires ministers over bird flu, Muslim unrest","BANGKOK: Thai Prime Minister Thaksin Shinawatra fired ministers responsible for dealing with a bird flu crisis and violence in the largely Muslim south yesterday, just months ahead of a general election."
3,Fraud trial for Spanish bank boss,"The chairman of Spain's largest banking group, Santander Central Hispano, is to stand trial on charges of tax fraud."
1,AP: Iran Moves Toward Nuclear Production (AP),"AP - Iran has produced a few tons of the gas needed to enrich uranium, a top nuclear official indicated Wednesday, confirming the country has defied international demands and taken a necessary step toward producing nuclear fuel  #151; or nuclear weapons."
1,British prime minister to press Sudanese government on Darfur conflict (Canadian Press),"Canadian Press - KHARTOUM, Sudan (AP) - Sudan agrees to a joint withdrawal of government and rebel forces in Darfur and will accept a big increase in international ceasefire monitors, British Prime Minister Tony Blair said Wednesday after talks with the country's president."
1,DeLay: Eyelid Operation Improved Vision (AP),AP - Democrats may argue that House Republican Leader Tom DeLay's vision is obscured but the combative Texan says he is seeing things more clearly these days.
1,Afghan Campaign Ends; Karzai's Deputy Escapes Bomb, KABUL (Reuters) - Afghan President Hamid Karzai's running  mate for a historic presidential election narrowly escaped a  bomb set off by Taliban guerrillas as the campaign closed on  Wednesday.
1,Gaddafi asks for Bigley's release,"Libyan leader Colonel Gaddafi has appealed for the British hostage in Iraq Ken Bigley to be freed, reports say."
4,Tiger smuggling 'out of control',"The future of the wild tiger is gravely threatened by the trade of skins to China, a lobby group warns."
1,Golf: Woods' swing blamed for dip,Vijay Singh says Tiger Woods lost his number one status after failing to change his swing.
1,Viewers See Cheney-Edwards Debate As Draw,"CLEVELAND - Dick Cheney and John Edwards slugged it out over jobs, judgment and Iraq in a hard-hitting debate that set the stage for President Bush's speech Wednesday denouncing his Democratic rival's record on national security.    Their debate Tuesday night was largely a draw, moving the attention once again to their bosses in the second presidential showdown Friday night..."
1,Woods Marries Swedish Model in Barbados,"SANDY LANE BEACH, Barbados - Tiger Woods married Swedish model Elin Nordegren at an exclusive resort in Barbados, according to witnesses. The sunset ceremony reportedly cost \$1.5 million..."
1,Stocks Slip As Oil Jumps to Record High,"NEW YORK - Stocks sagged Wednesday as oil jumped to a fresh record high on a mixed report about U.S. crude inventories, and investors considered the long-term implications of the flu vaccine shortage..."
1,Report: Saddam Not in Pursuit of Weapons,"WASHINGTON - Undercutting the Bush's administration's rationale for invading Iraq, the final report of the chief U.S. arms inspector concludes that Saddam Hussein did not vigorously pursue a program to develop weapons of mass destruction after international inspectors left Baghdad in 1998, an administration official said Wednesday..."
1,Congress Works on 9/11 Panel Legislation,"WASHINGTON - Racing the clock, Senate leaders are applying finishing touches to bipartisan legislation addressing the Sept. 11 commission's recommendations just as House GOP leaders prepare to debate their version, which Democrats call partisan and weak..."
1,Blair Visits Sudan,British Prime Minister Tony Blair warned Sudan on Wednesday the international community would not rest until violence was ended in Darfur and a comprehensive peace deal was struck across the whole country.
4,Savvy Shoppers Can Find Cheaper Drugs in U.S.,"A task force led by the U.S. Surgeon General is still drafting its report on drug importation, but one conclusion is already clear: Savvy shoppers can find cheaper prescription drugs in American pharmacies."
4,Voluntary Flu Vaccine Rationing Urged,"By LAURAN NEERGAARD     WASHINGTON (AP) -- A top federal health official, lamenting ""a very fragile vaccine production system,"" urged healthy people Wednesday to defer getting their influenza shots so medication will be available for those most at risk.    ""We really need a long-term solution so we don't end up in this year-to-year situation where we don't have a reliable supply,"" Dr..."
4,Hypertension Hurts Brain Function in Young,"By Kathleen Doheny, HealthDay Reporter    Study finds hypertension erodes cognitive ability in those of all ages    HealthDayNews -- For years, experts have known that high blood pressure is related to poor cognitive performance in older adults and can lead to adverse changes in the brain.    Now, researchers report that young adults with high blood pressure are just as susceptible to decreased mental function as are older people are..."
4,Conway: 'Genghis Khan' comment was fair,"In fact, Larry Ellison compares himself to the warlord, according to PeopleSoft's former CEO, defending previous remarks he made."
3,Fed chief praises health of US banks,"THE US banking system is in very good shape after weathering a recession and several big bankruptcies, according to Federal Reserve chairman Alan Greenspan."
4,Many Cores On Many Chips,"SAN JOSE, CALIF. - Everywhere you look at the Fall Processor Forum, there #39;s another chip with more than one core. At this annual industry conference where chip companies discuss the designs they #39;re working "
4,WebSphere Gets Makeover from IBM,"IBM #39;s new WebSphere release, Version 6, automatically troubleshoots systems and identifies network glitches that could lead to power outages."
2,Judge Allows Atlanta's Furcal to Play in Playoffs (Reuters),"Reuters - Despite a probation\violation on a drunken- driving charge, Atlanta Braves\shortstop Rafael Furcal may participate in the playoffs."
1,Rough weather hampers bid to rescue disabled Canadian submarine,British ships battled through rough weather on Wednesday to reach a Canadian navy submarine with 57 crewmembers on board that was drifting in the Atlantic after an electrical fire that officials said was more severe than originally thought.
4,Designer puts 96 cores on single chip,Chips that help a computer's main microprocessors perform specific types of math problems are becoming a big business once again.\
4,New trojan program squashes adware,"A new Trojan horse program that attacks and removes troublesome advertising software, known as ""adware,"" is circulating on the Internet, according to antivirus company Symantec Corp."
4,"Hitachi, Toshiba Show Portable Fuel Cells","Devices to power to PDAs, cell phones, and laptops could be available next year."
3,Billion-Dollar Sex Joke,"Sirius signs Howard Stern to a multiyear deal, and ""investors"" lose their minds."
3,Oil Closes Near \$52 on Winter Fuel Fears," LONDON (Reuters) - Oil prices extended record-setting highs  close to \$52 a barrel for U.S. crude on Wednesday, fueled by  the impact of Hurricane Ivan on U.S. winter inventories."
3,Stocks Flat as Oil Hits Another Record, NEW YORK (Reuters) - U.S. stocks were near the unchanged  mark on Wednesday as crude prices climbed to another record and  profit warnings hit such sectors as auto parts and  semiconductors.
3,"Monsanto Posts Loss, Herbicide Sales Drop"," KANSAS CITY, Mo. (Reuters) - Agricultural chemicals maker  Monsanto Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MON.N target=/stocks/quickinfo/fullquote""&gt;MON.N&lt;/A&gt; posted a quarterly net loss on Wednesday  as a drop in Roundup herbicide sales in the United States more  than offset increased demand for its specialty seed technology."
3,Treasury Bond Prices Lower, NEW YORK (Reuters) - U.S. Treasury prices slipped on  Wednesday as the market struggled to absorb \$24 billion in new  supply just a few days before a jobs report which could set the  trend for yields for weeks to come.
4,Howard Stern to Join Sirius Satellite Radio,"Top-ranked shock jock Howard Stern says he is leaving Infinity Broadcasting Corp. to join Sirius satellite radio, beginning in January 2006, where he'll get the national audience he has coveted."
4,Experts Say U.S. Computer Control Systems Vulnerable,"By JUAN A. LOZANO    HOUSTON (AP) -- Businesses and government agencies must re-examine the growing threat of cyberterrorism to automated computer systems running power grids, dams and other industrial facilities, security experts said Tuesday..."
4,Second historical flight of a private spaceship successful,"Tehachapi resident Michael Melvill, pilot of SpaceShipOne, made a second successful flight into space on the morning of Sept. 29 to vie for the \$10 million prize in the Ansari XPrize competition."
4,Linear #39;s Founding CEO to Step Down,"Linear Technology Corp., a maker of linear integrated circuits that transform analog signals into digital form, said Wednesday that chief executive Bob Swanson will shift to a new role after 23 years to become executive chairman."
3,Howard Stern Signs \$500 Million Deal with Sirius,Sirius Satellite Radio announced a five-year deal with Howard Stern this morning that will bring the King of All Media to satellite radio in 2006.
3,"United to cut domestic flights, trim fleet","UAL Corp., the bankrupt parent of United Airlines, announced Wednesday plans to cut domestic flights by 12 percent, while increasing more profitable international schedules by 14 percent."
4,Microsoft Introduces MSN TV 2 Internet and Media Player,"The MSN TV 2 is a complete overhaul of the earlier MSN TV Internet receiver. Based on the Microsoft Windows CE operating system, it ships preloaded with Windows Media Player for TV, Microsoft "
4,EarthLink Offers Free VoIP,EarthLink is offering free VoIP calling as an incentive to sign up for its high-speed Internet service. The free service is available to the company #39;s million-plus broadband customers.
2,Rich Red Devils Fan May Scupper Glazer,Manchester United fans attempts to stave off a threatened takeover by American businessman Malcolm Glazer have received a substantial boost.
2,Southampton #39;s Fernandes avoids jail,"Southampton, England (Sports Network) - Southampton midfielder Fabrice Fernandes was sentenced Wednesday in a case involving drunken driving."
2,Soccer: Women #39;s event draws protests,"DHAKA, Bangladesh The organizers of Bangladesh #39;s first women #39;s tournament on Wednesday said play would continue, despite protests by a Muslim group that termed the event  quot;indecent and against Islamic norms."
1,"US, Iraqi Forces Seal Off Insurgent Stronghold","Baghdad, Iraq -- Pro-government forces in Iraq are trying to retake control of insurgent-dominated regions ahead of January national elections."
1,Gaddafi Joins Appeals for British Hostage #39;s Release,"The brother leader issued an appeal to the kidnappers saying: We request the release of this poor Briton since his family had requested our help ... and if they have any conditions, convey them to us in any way possible, JANA said."
1,Powell visits Grenada amid grumbling,"ST. GEORGE #39;S, Grenada -- Secretary of State Colin Powell began a visit to Grenada on Wednesday to see the devastation left by Hurricane Ivan as islanders complained the United States could be doing more to help."
1,Iran arms threat,"Iran has increased the range of its missiles to 2000km, a senior official was quoted as saying, putting parts of Europe within reach for the first time."
1,Plutonium arrives despite protest,"A shipment of 140 kg of United States weapons-grade plutonium arrived in the French port of Cherbourg last night, despite protests by anti-nuclear campaigners who fear it is vulnerable to a terrorist attack."
1,Bomb hoax halts flight,"NICOSIA - Israeli fighter jets mistakenly buzzed a Swiss aircraft close to Cyprus before intercepting a German airliner and forcing it to land on the island because of a bomb threat, officials said."
3,SEC Charges Ex-Peregrine Execs with Fraud," WASHINGTON (Reuters) - The U.S. Securities and Exchange  Commission on Wednesday said it filed civil fraud charges  against six former senior officers at Peregrine Systems Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=PRGN.PK target=/stocks/quickinfo/fullquote""&gt;PRGN.PK&lt;/A&gt; who orchestrated and tried to cover up a massive  accounting fraud at the technology company."
3,This Ginseng Malted Beverage Is for You,"Anheuser-Busch is experimenting, which is worth a try, although associating the new drink with Bud may be risky."
3,"It's ""Show Me"" Time at Apollo",Superstar educator Apollo is underperforming the S P 500 -- does that make it cheap?
3,What Howard Sterns Sirius Deal,"Radio titan Howard Stern and leading Sirius Satellite Radio announced today a five-year, multimillion dollar deal to air Stern #39;s show on the satellite radio provider as of Jan. 1, 2006."
3,"US House, Senate agree on corporate tax bill",US Senate and House of Representatives negotiators agreed on Wednesday on a huge corporate tax bill that will repeal export subsidies that violate global trade rules and give manufacturers a new tax break.
3,Raytheon Buys Photon Research Associates,"Defense contractor Raytheon Co. said Wednesday that it purchased privately held Photon Research Associates Inc., a provider of physics-based modeling services for government customers."
3,Knight Trading Sees 3Q Operating Loss,"Knight Trading Group Inc., an equities trading company serving institutional and broker-dealer clients, said Wednesday that it will report a third-quarter operating loss of 1 cent to 4 cents per share due to poor performance in its "
3,"Oil Prices, Inventories Rise",NEW YORK -- Crude oil prices have resumed their climb after word that the nation #39;s crude supply grew for the second week in a row.
3,US files WTO case vs EU for Airbus subsidies,"WASHINGTON (AFX) -- The US has filed a case with the World Trade Organization alleging that the European Union provides unfair government funding to Airbus, United States Trade Representative Robert Zoellick announced Wednesday."
3,EADS acquires Racal Instruments for \$105 million,"Arlington, Va.-based EADS North America has purchased Racal Instruments Inc., a designer, manufacturer and marketer of electronic tests and measurement equipment, for \$105 million."
4,Google Steals a Page from Amazon #39;s Book Search,"Google Inc. on Wednesday introduced a new search technology to help publishers sell books online, a fast-growing market dominated by Internet retailer Amazon."
4,"Inhale Some Drugs, Feel Better",The maker of FluMist said it is looking into whether it can make more of the inhalable flu vaccine to help the federal government deal with a looming flu vaccine shortage.
4,Linear Technology charts CEO transition,"Integrated circuits maker Linear Technology Corp., of Milpitas, says Bob Swanson will give up the title of chief executive officer after 23 years, shifting to a new role as executive chairman."
4,Creditors Wrap Up Sale of Hynix Chip Unit to Citigroup," quot;All administrative work has been completed to sell Hynix #39;s non-memory chip unit to Citigroup Venture Equity Partners LP, quot; Hynix #39;s primary creditor bank said."
4,Nokia and Land Rover offfer advanced handsfree solution,"Nokia and Land Rover have jointly developed a Personal Telephone Integration (PTI) System, an integrated automotive communications solution for Land Rover vehicles such as the new Discovery 3 and Range Rover."
2,"Sharapova, Hewitt struggle but win at Japan Open",Wimbledon champion Maria Sharapova and top-seeded Lleyton Hewitt both struggled to three-set victories at the Japan Open on Wednesday.
2,Yankees facing must-win situation,"This time, however, they hope to take a 2-0 lead back to Minnesota as they continue their best-of-five AL Division series with the New York Yankees."
2,Fernandes escapes jail time,London - Southampton midfielder Fabrice Fernandes just managed to escape jail time on Wednesday after jumping a number of red lights while being chased by police.
2,Simms will make first pro start for Bucs,"Chris Simms will make his first pro start at quarterback for the winless Tampa Bay Buccaneers this week, replacing Brad Johnson.  quot;I hope I can give us the spark we need, quot; Simms said Wednesday, when the Bucs "
2,UPDATE 1-Fulham striker Cole gets extra three-match ban,Fulham striker Andy Cole has been handed a further three-match ban for abusive language and violent conduct during last month #39;s stormy Premier League match at West Bromwich Albion.
2,Rugby-Two South Africans in IRB best-of-year nominations,South Africans Schalk Burger and Marius Joubert are among five players shortlisted for the International Rugby Board #39;s player of the year.
1,Palestinian state shelved  #39;with US blessing #39;,Ariel Sharon #39;s chief of staff has said the aim of Israel #39;s Gaza withdrawal plan is to rule out a Palestinian state indefinitely.
4,AT amp;T Peeks Out of the Box,"There are more signs that, at least in theory, the dominance of Microsoft #39;s (Nasdaq: MSFT) Windows operating system may be slightly less potent than, say, a year ago this time."
4,"MTV, Gamers  Hope Video Clicks With Young Voters (washingtonpost.com)","washingtonpost.com - It's not JoJo, not Britney, but Lara Croft in that hip-hugging outfit, who raps, ""You've got to stand and choose."""
4,Google Steals a Page from Amazon's Book Search (Reuters),"Reuters - Google Inc. on Wednesday\introduced a new search technology to help publishers sell\books online, a fast-growing market dominated by Internet\retailer Amazon.com."
4,Scientists Create Genetic Map of Cattle (AP),"AP - For the first time, scientists have created a genetic map of a cow, providing researchers a new tool to reduce animal disease and improve the nutrition of beef and dairy products, the Agriculture Department announced Wednesday."
4,Spirit Rover Disabled by Steering Problem (SPACE.com),"SPACE.com - A steering problem disabled the Mars Rover Spirit Oct. 1, NASA officials said yesterday. The robot has not moved since."
1,Alitalia Signs Agreement With Government (AP),"AP - Italian airline Alitalia signed an agreement Wednesday with the government and labor unions over layoffs at the carrier, the final hurdle in long negotiations for ensuring the company's immediate survival."
1,"UN, Blair Issue Warnings Over Violence in Sudan (Reuters)",Reuters - British Prime Minister Tony Blair\warned Sudan on Wednesday violence must end in Darfur and the\United Nations said it might not be able to cope if conditions\there fail to improve.
4,Google Steals a Page from Amazon's Book Search," FRANKFURT/LONDON (Reuters) - Google Inc. on Wednesday  introduced a new search technology to help publishers sell  books online, a fast-growing market dominated by Internet  retailer Amazon.com."
1,"House, Senate Agree on Corporate Tax Bill (Reuters)",Reuters - U.S. Senate and House of\Representatives negotiators agreed on Wednesday on a huge\corporate tax bill that will repeal export subsidies that\violate global trade rules and give manufacturers a new tax\break.
1,U.S. Bomb-Grade Plutonium Shipment Arrives in France," CHERBOURG, France (Reuters) - A heavily guarded ship  carrying a large shipment of U.S. weapons-grade plutonium  docked in the French port of Cherbourg on Wednesday, defying  protesters who say the shipment is vulnerable to terrorist  attack."
1,Sharon plan 'blocked peace talks',A top Israeli official says the significance of withdrawing from Gaza is to stop a political settlement with Palestinians.
1,Obesity increases cancer threat,"\Breast cancer is more likely to kill obese women than those of normal weight, research suggests."
1,Stern moves to satellite network,Shock jock Howard Stern is quitting his morning show to join a subscription satellite radio network.
4,Protein death process earns Nobel,The scientists who discovered how cells mark proteins for destruction receive the 2004 Nobel Prize for chemistry.
3,EU to look into Oracle bid -- again,"Commission expected to resume probe over proposed deal after suspending it in April, source says. BRUSSELS (Reuters) - The European Commission is expected to resume its probe of software group Oracle Corp."
3,Knight Trading forecasts 3Q loss,Major Nasdaq stock trader says it will miss Wall Street expectations due to low trading volumes. NEW YORK (Reuters) - Knight Trading Group Inc.
3,Update 2: Computer Associates to Acquire Netegrity,"Computer Associates International Inc. will acquire Netegrity Inc. in a \$430 million cash deal that will merge the computer security software makers, the companies said Wednesday."
3,UPDATE 3-Fannie Mae executives defend accounting decisions,Fannie Mae #39;s regulator told Congress on Wednesday his office was considering management changes at the mortgage finance company after finding pervasive accounting irregularities.
3,Tweeter Posts Lower 4Q Sales,Consumer electronics retailer Tweeter Home Entertainment Group Inc. said Wednesday that same-store sales declined 3.5 percent in the fourth quarter after the effects of recent hurricanes.
3,US Stocks Rise on Earnings Optimism; Shares of Alcoa Advance,"US stocks rose as optimism about third-quarter earnings reports overshadowed record oil prices. Alcoa Inc., which is scheduled to announce results tomorrow, led gain in the Dow Jones Industrial Average."
3,Viacom announces preliminary results of Blockbuster share exchange,"Viacom Inc. (NYSE: VIA) said Wednesday that, based on preliminary results, its exchange offer for the split-off of Blockbuster Inc."
4,Nobel laureate and DNA pioneer Maurice Wilkins dies,LONDON One of the scientists involved in the discovery of the double helix structure of DNA has died. Maurice Wilkins shared the Nobel Prize for Medicine in 1962 for his role in what #39;s considered one of the most important discoveries in science.
4,Residents Wary Of Venting Volcano,"(CBS/AP) Cloudy weather obscured the top of Mount St. Helens on Wednesday morning, making it difficult for visitors to see the volcano #39;s crater after several days of steam and ash eruptions."
4,"Tools wrap: Web services, e-commerce, XML touted","OCTOBER 06, 2004 (INFOWORLD) - Systinet Corp., Amazon.com Inc. and Altova GmbH this week are announcing tools geared toward development of Web services, e-commerce, and XML applications, respectively."
2,Privacy #39;s the game for Woods #39; big day,"Tiger Woods will lose money but gain a greater prize in his latest trip to a golf course. Richard Alleyne reports from Barbados. If you are the world #39;s richest and most obsessive golfer, where better to get "
2,Bengals ink veteran safety Mitchell,"Cincinnati, OH (Sports Network) - The Cincinnati Bengals signed veteran safety Anthony Mitchell on Wednesday to fill their depleted secondary."
2,Cole Ban Adds to Fulham Woes,Fulhams season was plunged into further crisis today when the Football Association found Andrew Cole guilty of two charges of bringing the game into disrepute and doubled his suspension from three to six matches.
2,Giggs Prompts Neville Wishing Game,Gary Neville joined Sven-Goran Eriksson in admitting his wish that Ryan Giggs was English as he faced up to the challenge of marking his Manchester United team-mate at Old Trafford this weekend.
2,England fall short at IRB awards,"Less than a year after walking away with the three top prizes, England have failed to receive a single nomination in any of the major categories for the annual International Rugby Board awards."
1,Iran rejects IAEA demand,"Tehran - Iranian officials said on Wednesday they will not cede to international demands for the Islamic republic to suspend its controversial uranium enrichment activities, saying they were ready for confrontation or negotiation."
1,US and Iraqi forces seal off insurgent stronghold south of Baghdad &lt;b&gt;...&lt;/b&gt;,US and Iraqi forces sealed off roads to an insurgent stronghold south of Baghdad on Wednesday and militants bombed two bridges in an 
3,Alitalia to present finalized restructuring plan,"LONDON, October 6 (newratings.com) - Alitalia (ALI.FSE) has reached an agreement with its major labour unions and the Italian government, enabling the loss-making airline to access a 400 million (492."
4,Investor doesn #39;t see browser in Google #39;s future,"SAN FRANCISCO--Google board member and investor John Doerr said Tuesday that despite speculation, the search giant would not enter in the Web browser market, but he predicted others would."
4,Maurice Wilkins dies,"Maurice Hugh Frederick Wilkins, joint winner of the Nobel Prize in 1962 for his role in the discovery of the double helix structure of DNA, died on Tuesday (October 5), Kings College London announced on Wednesday."
4,Enter your e-mail:,"Here #39;s my colleague Denny Arar #39;s report on PalmOne #39;s latest business-oriented PDA, the \$399 Tungsten T5. The T5 has a big screen (320 by 480), scads of memory (256MB), built-in Bluetooth, and other features."
4,Microsoft targets couch potatoes,"Personal computers have rapidly turned into storage vaults for digital music, photos and videos. Now, computer-industry companies are rolling out new ways to let that content roam through the house."
2,Woods on course to wed,"TIGER Woods went scuba diving yesterday while the world waited to hear if he was going to tie the knot. On a yacht, anchored off Barbados #39; most famous resort, Sandy Lane, was his Swedish fiancee Elin Nordegren and other guests."
2,LIVE! FROM SUNNY ANAHEIM,"Maybe it #39;s the memory of Curt Schilling sprinting off the mound during an 8-2 game, pulling down a high chopper, awkwardly throwing the ball into right field, then pulling up lame as my buddy Hench screamed  quot;He #39;s grabbing his ankle, I think he hurt his "
2,Michael Owen fit for England game,"Michael Owen is expected to be fit for Saturday #39;s World Cup qualifier game against Wales. Owen, who has been suffering from a hamstring injury, managed to train successfully on Wednesday."
1,Gaza pullout a tactic,"ISRAEL #39;S plan to withdraw from Gaza was designed to put the peace process on hold and block the creation of a Palestinian state, a top aide to Prime Minister Ariel Sharon said in an interview yesterday."
1,Contested US nuclear cargo arrives in France,"CHERBOURG, France, Oct 6 (AFP) - Police threw a heavy escort around a shipment of plutonium from US weapons arsenals as it was offloaded from a ship and taken by military convoy to a nuclear recycling plant in western France on Wednesday despite protests "
3,Jo-Ann shares fall 10 on warnings,Fabric and craft retailer lowers its profit outlook for both the third quarter and full year. ATLANTA (Reuters) - Shares of fabric and craft retailer Jo-Ann Stores Inc.
